label,tweet
anger,"Looh, kok merendahkan semangat perlindungan perempuan sih? Justru jadi cewek itu kudu tegas dan galak sama laki2 kek gitu! Di block saja  udah..ngapain di share2 sampai se indonesia tahu"
sad,"sudah semingguan tidak ada kabar wkwkwkwk Akunya sibuk urus  rapot sama ijazah anak :""( Terus tidak tanya  kabarnya dia juga selama seminggu Sahabat macam apa kamu :""("
sad,haaaa syabar ajaaa... beloman waktunya buat ikutttt... pemerintah ajanihhh yang  ketumbenan kasih  liburnya kepanjangaaannnnnn :((((
anger,Dimohon jangan paksa saya buat include dmn. Harap sopan dan jelas kalau  mau bo jangan labil! tidak jelas will be block!!!!!!! Tentu saja yang  sudah taatin rule saya utamakan
anger,"Pembukaan tidak pernah di AMANDEMEN CEBONG BUSUK ATAS BERKAT RAHMAT ALLAH YANG MAHA KUASA... kamu BACA PEMBUKAAN UUD1945, DISITU SEMUA DASAR NEGARA R.I BONG20O MEMANG BONGAK"
anger,"apa sih susahnya mengapresiasi sedikit saja  sama apa yang sudah dilakuin oranglain dengan  kasih  hak nya tepat waktu, dikira gapnya kebutuhan kali ya?giliran masalah kerjaan no 1 mau lagi  ijin/libur tetap  ae dihajar trs! Ketjewalah saya:(:("
anger,"Ya tutup matalah krn. Pejabat bukan  cuma pintar  tapi tahu etika masa dalam  satu kabinet main nyerang, berani y berani tapi etika dimana  memang kabinet gundul"
joy,"Ngapain pada ramai  mikir cari  baju lebaran, memang  harus ya? Kalau saya mah tiap hari pakai  baju lebaran,.. Soalnya kalau  pakai  baju sempitan... Ngaaap.. #iyainajabiarcepet"
joy,"Lewat tengah hari, semoga harimu menyenangkan ya, yuk semangat!"
sad,"saya itu  biasa beli shopee pakai  atm manual asal cocok jumlahnya di verifikasi otomatis, eh ini keenakan jadi teledor pakai  akun sepupu saya malah tidak otomatis pesanannnya kecancel ya allah malih saya kapan ya berhenti  goblok"
sad,"kayaknya  saya kalau  shopee memang  jangan nitip akun orang deh, mau  irit ongkir apa gmana, dulu nitip firsta pesan  lenti donghan, yang  datang boneka pokemon"
joy,Terima kasih teman-teman  HMJ D3 Keperawatan Stikes Al Irsyad Cilacap sudah berbagi kebahagiaan bersama mbah kakung dan mbah putri [USERNAME] [URL]
sad,saya tidak suka tidak senang  sama yang namanya maling. Cuma saya juga tidak senang  kalau maling digebukin sampai bonyok sekali  apalagi sampai dibakar dan dibunuh.
anger,"Manusia rakus bunda, menteri sudah advokat dirampok juga, banyak tahu rahasia negara waktu di istana sama orba, bandit bingit"
anger,PLN memang php surat edaran maintain daerah a sampai jam 1 tapi skg sudah jam 2.40 listrik belum hidup jg. Kalau telat sedikit  bayar tagihan langsung denda ini kalau mati listrik terus  dapat  potongan gak? [USERNAME]
joy,"sebagai supporter [USERNAME] saya tidak suka barca, tapi sebagai pecinta sepakbola saya suka ini film, keren lahhh #HeartOfALio [URL]"
anger,"Konyol sangat  mbak komentar anda, main ignore saja  dikira hal begitu  sepele banget. Dia tidak nyaman makanya di publish biar kasih  pelajaran buat orang yang  mau punya niat goda biar tidak nerusin niatnya kalau tidak ingin  di permaluin. Reminder juga bua"
anger,"Fahri aktivis 0 nol isinya, mana reformasi mu tidak merubah apapun kecuali koar koar bebas di negeriku, mustinya Golkar kamu bubarin, Harto diturunkan Golkar melenggang jaya, kata amien Raisa bodoh"
anger,Thread ini dipersembahkan oleh wanita yang  permisif terhadap pelecehan yang  dialami wanita lainnya dengan alasan kejadian seperti itu banyak terjadi dan tidak ada yang  mengadukan. KHANMAEN.. [URL]
anger,"Ada yang  lebih menggelikan ketimbang kasus sexual harassment yang  menimpa Via Vallen: para politisi &amp partai politik memanfaatkannya sebagai  ""panggung pertunjukan"" dengan  dalih pembelaan korban. #HilihKinthil"
joy,Ko si drummer ini lucu sih mukanya. Kek tengil tapi ngegemesin. Terus mulai dibiasin. *sereceh itu saya punya bias.
sad,Macet parah di Kemang. Disebelah mobil saya terparkir gerobak mie ayam yang luar biasa menggugah selera. Padahal baru ngeliat gerobaknya doank.
anger,"pernah ngomel karena  diginiin terus  bang ojolnya malah nyolot bilang  ""kalau ikutan macet jalan normal saya yang rugi neng bensinnya"" ""jauh mba muter baliknya rugi saya"" wth"
joy,"happy birthday my lovely wife Amie Amoy .... wish kamu all the best, ....semoga selalu berada didalam perlindungan SWT, panjang umur, senantiasa bahagia bersama keluarga dan kerabat, sehat selalu, semakin banyak rejeki, dan selalu menjadi wanita yang  hebat bagi keluarga.....Aamiin [URL]"
anger,"Kesatuan yang  mana bong200 hahaha Habibie mencopot jabatan PAK PRABOWO. itu ulah si wiranto, karena Wiranto dipakai  habibie kembali jadi PANGAB.. TRAGEDI 98 , itu yang  harus bertanggung jawab PANGAB BONG200 BONGAK... yang menembak POLISI ,"
anger,"Baik kalau Soal HAM, Mau tanya Koruptor waktu maling mikirkan Hak Orang lain tidak  ? Koruptor itu sendiri adalah Pelanggar HAM !!! Cuma Koruptor yang bela Koruptor !!! Politisi Bebal !!!"
anger,"Kamu belum lahir bong, tanya sama mak mu... Biar jelas.... PKI itu zaman SOEKARNO BONG berlanjut ke ORBA Lalu di basmi, bisa jadi salahsatunya keluargamu ya??"
fear,Jangan di Viralkan nanti  OPOSISI yang biasa nyinyir kejang2 sakit jantung. Kalau sakit Hatinya memang sudah Kronis sulit untuk disembuhkan
joy,terbahak-bahak  saya  liatnya wkwk
anger,"[USERNAME] saya coba hubungi yang  di cakung dan minta di saya balik untuk tanya prosedur pembelian, sudah 5 hari sejak jumat tidak difollow up. Apakah demikian service maksindo?"
sad,teman  nya laki saya almh th Meninggal Waktu pda hidup Ngintil saja  kemana  laki alh saya mlangkah ngikut Suka nlpon nelpn kekantor Perpanjangan katakata nya suamiku almh waktu jatuh cinta kasihan  tidak bisa dtang di rmah duka rs husada Orang nya senang  tertawa  Comblang laki ku Hdhhh sedih
sad,"Woah... buat urusan difitnah, dimusuhin, dibikin tidak mau sekolah gara2 tidak ada yang  mau temenan, trauma setiap minggu malam karena besok paginya sekolah, dibikin malu didepan banyak orang. saya sudah melewati itu semua."
sad,"Rencana tidak pulang mau garap project, ternyata tidak tersentuh sama sekali.. tahu gini mah, pulang weh dari  minggu kemaren.. hm, hikmah ramadhan: mungkin memang  perlu melewati ini, yah buat belajar saja "
sad,"Menurut dia tindakan itu bukan pelecehan seksual? benar  kan kata gw, ilmunya pada tidak dapet. Jadi tidak ngerti deh apa apa saja  yang termasuk pelecehan sexual [URL]"
anger,dear [USERNAME] [USERNAME] saya  kirim dokumen penting dari jakarta  - sby makanya saya  pakai  YES. kirim senin 4juni seharusnya sampai selasa 5juni. sekarang  sudah hari rabu kenapa belum sampe2 juga? kan bikin esmosi!! saya  sudah bayar  lebih  pakai  YES kenapa tidak sampai  sehari?!! no resi saya  : 011060039617518
anger,"Yaelahh anda  pasti dari  partai sapi ? Kurang kelon anda  ? Junjungan anda  kaga punya nyali kalah sama Ahok berani hadapi kasus. Lebaran Telah Tiba Jik, Pulanglah... atau kaga ada peler"
sad,Ada mama murid yang rikues anaknya masuk di kelas saya. Di saat yang sama banyak murid yang hopeless ketika tahu bakal masuk di kelas saya karena rumor yang beredar saya guru galak
sad,"Siapa yang  melakukan itu ke aku? Ya, teman-teman yang  mostly adalah perempuan juga. sudah tidak heran ngeliat perempuan dijahatin sesama perempuan. saya pun mengalami"
fear,"Tapi sekarang ini, entah  sejak kapan, pemikiran saya berubah. kalau  saya kepikiran untuk share hal yang  gila, saya akan pikir 1000x untuk tulis di twitter/IG. Kenapa? Jempol netizen tak bisa dikalahkan."
anger,"Nah, yang  keterlaluan adl kalau  ada pjbt eselon yang  menyalah2kan pelaksananya atas suatu kesalahan dokumen yang  dia ttd/paraf. Istilahnya tidak mau disalahkan. padahal  tugasnya pejabat itu y neliti dokumen sebelum  dittd/paraf dan tgjawab atas isinya."
fear,"jadi kaya kebalik gitu. Dulu socmed jadi escape buat saya ekspresiin kegilaan. sekarang  berhubung socmed jadi lebih seram  dari  dunia nyata, eh jadi dunia nyata yang  saya jadi  escape dari socmed."
anger,Namanya juga SENGKUNI pak ! JANJI mau JALAN KAKI Jogja - Jakarta juga TIDAK DIPENUHI......................SENGKUNI...........................................SENGKUNI !!!!!
joy,"Ku sadari satu pilihan ku bersamamu di tempat ini, jalani hari dengan semangat yang baru, walau tak seindah yang  ku harapkan, tak seburuk yang  ku bayangkan, ku tetap berdiri jalani hari penuh warna (yg ngerti pst pada nyanyi )"
anger,Maklum pak...........................................................Jakarta itu SARANG Gerombolan RADIKAL ! Tapi.............................ditinggal KABUR Pentolannya ke Mekkah !
sad,Dukaku karena  tak mampu katakan sedih ku karena  sakit ku!! #iniserius #seriuscumatulisan #tulisandarilubuhhati #hatiyangcukupdalam #tapigakdalamdalambanget *emot mekkel sip*
anger,"Enak ya metal bong... tidur  di hotel prodeo Di pecat Mak Mega Hahahahaha Makanya jangan sok metal kamu selesai  hidup lo... Terjerat OTT, PDIP Pecat Bupati Purbalingga [URL] lewat [USERNAME]"
sad,"13:23 WIB Saya benar benar kehilangan sosok laki laki yang merawat saya dari kecil, mendidik saya, merawat saya, melindungi saya, Dan saya benar benar kehilangan. Semoga tenang disana, semoga anakmu ini bisa menjadi anak yang berguna"
sad,"video yang  diatas yang  tulisannya ""dulu"" itu pas kapan? Di ILC juga ya? Bahas tentang apa itu? Iya kecewa sama Pak Mahfud. #IslamSelamatkanNegeri #SedihRasanya"
anger,[USERNAME] boi ini gimane nih wifi gangguan terus  ? Jan mau kalah lah sama  indie home . kalau  ampe besok masih gangguan saya pakai  indie home saja  lah
joy,"Baca buku ini diawal senyum, ditengah-tengah senyum miris, diakhir senyum pasrah. Nuhun bung [USERNAME]#bukugariswaktu #fiersabesari"
anger,"tidak heran sih sama driver gocar yang  keluh  macet. Sama mirip  saya keluh  pas lagi kerja. Terserah deh Pak, saya pura2 tidak denger. capai  juga soalnya."
anger,Mardani & [USERNAME] MINGKEM TIDAK bisa JAWAB ! Makanya Masyarakat CERDAS #JanganPilihPartaiOposan MENYESATKAN !!!!!
fear,"Itulah pentingnya materi kode etik diajarkan sejak SD, atau minimal ilmu ilmu dasar untuk berbuat baik, sopan, teratur. Lah kalau  tidak ya jadinya kaya begitu  bablas, tidak peka keadaan. saya lupa dulu BK, atau PKn atau SosUm bahas apaan, ya ada si kesananya tapi tidak khusus, jadi tidak ngena"
anger,"Pas masuk sudah bilang, iyah soalnya saya bingung ke sana di mana2 macet. Duh kenapa juga ambil orderan saya Pak. Ini belum  jam kantor pulang lo. Macet juga lampu merah doang. Jalan. belum  tahu Cikampek sama JoRR nih."
joy,"namanya anis. sudah selesai  S1 walopun belum  official. lagi dalam masa bahagia sekali  karena  sudah lulus, tapi masih sendiri. ya kali ada yang terpesona"
fear,"Mbak bulan oh mbak bulan, datangnya sekarang  saja  ya, jangan tanggal 9 seperti biasanya, kalau  kamu datang seperti  biasanya, nanti kemungkinan ikut sholat iednya 50:50 mbak bul,"
joy,"Keambian siang ini buka situs online trading sekuritas. Lihat indeks saham warna warni terus  klik-klik cantik bodoh  ke klik tombol buy, submit, and success."
joy,"Cont' - Belajar prinsip. Memegang prinsip lebih teguuhh. Karena godaan yang bikin goyah integritas ternyata banyak lur - senang  bisa berteman dengan banyak tipe, menghargai - Belajar lebih dewasa, tidak gampang pundung. Bahagia disetiap keadaan wkw karakteristik. Belajar memahami"
anger,"Ada korban #sexualharassment berani speak up malah dibully, dibilang lebay, ironisnya, tidak sedikit kaum hawa yang  ikut2an nyinyirin. Kayaknya kalian terbiasa dikirimin foto titit deh, empati buat sesama cewek jadi tidak ada. #SaveViaVallen"
anger,Damai taik lo.... SOEKARNO yang  membubarkan PARTAI ISLAM MASYUMI.. DIZAMAN PAK SOEHARTO DI BOLEHKAN KEMBALI.. MASYUMI MENJADI KELUARGA BESAR BULAN BINTANG LALU PARTAI BULAN BINTANG 1998 BEGOK DUNGU SOK tahu CEBONG200 [URL]
anger,"Ada cewek  kena sexual harassment dan dia berani buat speak up eh malah dinyinyirin. yang  nyinyir cewek  jg. Huhu heran deh sama  netijen, dimata dia semua serba salah. Dasar cebong~"
joy,"Orang #OldMoney datang  ke kandang, pakaiannya sederhana, cuma kaos oblong dan celana training, mau juga keliling kandang buat pilih  sapi. Tapi sekali transaksi mencapai 3 M. Yang epic lagi, beliau orangnya taat ibadah dan royal. Punya anak masih gadis nga pak?"
joy,Gara2 [USERNAME] jadi googling berita ini. tapi belum ada yang  confirm. Duhhh menanti berita ini benar! Pasangan favorite ku dari  jaman dahulu kala. [URL]
love,Baru liat dan bener-bener dengerin secara seksama nissa dengan sabyan nya yang lagi  naik daun itu. Asli tidak ada rusak-rusaknya itu suara flawless bening benerrr kaya gelas beling abis dicuci pakai  s*unlight jadi bersih bersinar begitu  deh. Heran.
sad,"Innalillahi saya inna ilaihi rajiun. Kabar duka kembali menyelimuti Aceh. Pewaris Kesultanan Aceh, Teungku Putro Safiatuddin Cahya Nur Alam dikabarkan meninggal dunia di Kota Mataram, Nusa Tenggara Barat (NTB), Rabu (6/6/2018) sekira pukul 06.45 WITA. [URL]"
sad,"Yang ingin S2 tapi terasa sulit sekali menggapainya. Yang sudah dapat anugrah jalan mudah untuk S2 malah tidak mau. Ya Allah, kok begini dunia ini Engkau ciptakan?"
anger,"Lambat laun kok makin tidak jelas dan semakin kurang ajar. saya sabar. Jujur ya, saya tidak pernah dan tidak mau secara  frontal maki org. saya bilang  baik2, nasehatin. secara  adek2."
anger,Pernah suatu ketika tetangga depan rumah saya tidak sengaja brpapasan pas saya mau keluar rumah. Suddenly dia ngedip mata ke gw. Diiiiiiiiiih....jijik sangat  yaaa Allaaaaah...
anger,"Walopun sakit hati, tapi saya tahan untuk  tidak nyerang balik dengan  makian. Pantang saya bicara  frontal. Sebisa mungkin saya tahan. Dan ngeblokir adalah solusi yang  sangat2 TEPAT!"
sad,"langsung ku block saja  ya, maaf ini  bagi teman  teman  yang sudah memilih jalan sendiri setidaknya jangan lah mirip  gitu, kita ada jalan masing masing loh, jujur sedih saya liat alat musik di hancurkan gitu."
fear,"Bukannya bersimpati saya liat akun mirip  begitu  malah jadi serem, malah jadi takut soalnya videonya dia menghancurkan dengan cara brutal dengan cara pakai  kampak terus di posting gitu. Sedih kali loh liatnya."
anger,"Ntan busuk banget, teman  kok kamu gituin. saya busuk nih, terus  sadar, sudah minta maap, tidak dimaapin nih, yaudah terus saja  saya busuk. Dan tidak pernah bisa difermentasi ke hal baik lagi. Makanya, skarang biarin lah saya hidup bergelimang karma dari kalian."
joy,"lagi  sibuk ngedit konten di ruang tunggu tapi kok sekumpulan nenek"" didepan saya  seru sekali  yah. Mereka lagi  ghibah ternyata. Hal ini menunjukkan bahwa kapanpun dan dimanapun, ghibah itu asik"
joy,"#MobileLegendsBangBangID Main di BRAWL langsung saja ""CHANG'E"" memimpin top kill dengan MVP sekaligus memang  ini Hero GGWP, Hero baru di normal server ini top lah lebih top soalnya Hero Mage adalah role kesukaan saya selain Hero Tank. Sukanya di skill-2 nya itu loh.. Buff lagi deh [URL]"
love,"Ada waktunya, sayang berubah jadi butuh. Perhatian berubah jadi pengertian. Percaya berubah jadi yakin. Itu semua akan terjadi kalau kamu dan dia saling melengkapi. Tidak mencari kurang. Tidak mencari salah. Tidak mencari yang  lebih."
sad,Anak jaman now tidak tahu kalau  dulu mau testimonial dibalesnya seminggu mana harus bikin URL :(( sekarang  pdkt tinggal match no match di kinder senang #RecehkanTwitter
sad,"Ijazah mendadak nyelip tu, langsung tiba2 kebayang perjuangan dikampus, penelitian, skripsi, deh  el el. memang  ya kudu tidak ada dulu, baru berasa."
sad,"Kadang ingin begitu  balik lagi jadi anak sd,pulang sekolah tidur siang,bangun2 main harvest moon /pepsi man sampai [URL] memikirkan  ina inu."
anger,"[USERNAME] [USERNAME] Tolong pencerahan kah, saya  sudah lapor ke hotline dan mention kesini, tapi tracking paket saya  malah ke purwokerto itu!! Tujuan paket saya  KAIMANA Papua Barat buka Kalimanah Purbalingga, kesalahan a di pihak anda yang  salah"
sad,"Kasihan karyawan bapakku ini, mau lebaran malah jatuh sakit dan masuk rumah. Dan sekarang mudik terlalu cepat ke kampung halaman. Gusti Allah kadang memberikan hal yang tidak terpikirkan oleh manusia. Sebagai manusia ya cuma bisa menerima."
sad,"Kehilangan lagi salah satu karyawan, dan tepat sebelum lebaran. Kembali lagi saya dipusingkan untuk mencari penggantinya, karena mencari karywan di pabrik tahu susah dibandingkan cari  orang untuk jadi tukang parkir."
anger,masih  juga bego!!! Dia dihukum atau ditembak tidak masalah dan tidak ada yang  bela?? Nah sibangsat Cabul kabur padahal yang  bela 7jt orang tolol. Masih tidak berani juga balik?? Kenapa??? Kalau waras berpikir pasti kamu tahu jawabannya [URL]
joy,Masih belum terbiasa dengan twitt mereka pakai  English But thank you [USERNAME] for pakai  it easier to watching them [URL]
joy,"[USERNAME] [USERNAME] [USERNAME] Terima kasih sudah tertawa semoga menjadi amal soleh dibulan mulia, bisa membuat sesama hambaNya tertawa  bahagia"
joy,"Antri di bank situasyen: mbak dapat  nomor antrian berapa ? 227 buk , ini ambil saja  nomor antrian biar cepat  ---200 *dalamhati* rejeki anak baik"
anger,"Apa sebutan yang  pas untuk pasangan muda anak 1, tinggal di rumah orangtua  cewek, anaknya dijagain ibunya selagi mereka kerja, eh pas lebaran malah ditinggal ke rumah mertua sebelum solat Ied dan sungkeman. semoga  besar pahala yang  dikasih ke ibunya. Woi anaknya, sadar kek!"
sad,"Banyak sekali mualaf yang baru belajar Islam 1-3 tahun, tapi ilmu agamanya sudah luar biasa. Tapi saya yang dari kecil muslim, ilmu agamanya jauuh banget. Ya ini namanya malu.. banget!"
anger,[USERNAME] tidak usah ada liga...bagaimana persepak bolaan indonesia bisa maju kalau  mau kaya begitu  terus...mau perang mah di gaza sanah...mati kamu masuk syurga...
sad,"Walopun lebaran masih  lama nuansa maaf memaafkan sudah menyebar kemana2 .Td ke ATM,Katanya Maaf saldo anda tidak mencukupi. saya coba telfon teman  ,eh operator juga minta maaf. Katanya Maaf pulsa anda tidak cukup untuk  melakukan panggilan ini #recehkantwitter"
